platform,ad_format,objective,audience_size,daily_budget,creative_quality,days_running,retargeting,day_of_week,ctr,cpc,roas
Meta,image,awareness,medium,79.17,1,47,0,5,0.0179,1.63,1.52
Google,image,awareness,medium,565.87,5,45,0,2,0.0192,2.63,3.75
Meta,video,traffic,broad,1052.36,5,5,0,1,0.037,2.24,3.3
Meta,image,traffic,narrow,1167.64,2,78,0,3,0.0221,2.06,3.0
Google,image,conversions,broad,1855.22,3,53,0,2,0.0186,2.91,3.01
Meta,video,awareness,narrow,1308.42,2,66,1,2,0.0469,2.35,5.3
Meta,video,awareness,narrow,858.73,4,62,1,0,0.0509,1.73,6.22
Meta,image,conversions,narrow,1864.18,3,23,0,4,0.0363,3.7,3.0
Google,video,conversions,narrow,1580.52,4,44,1,2,0.0544,4.11,6.99
Google,carousel,conversions,narrow,440.02,5,52,0,2,0.0332,3.98,4.17
Meta,carousel,conversions,broad,305.14,1,46,0,5,0.0227,2.11,2.56
Meta,carousel,awareness,medium,1367.83,4,19,0,3,0.0144,2.08,3.01
Meta,video,conversions,narrow,1141.77,5,88,0,2,0.0502,2.6,5.66
Google,carousel,conversions,narrow,1589.86,2,84,1,6,0.0385,3.94,4.75
Google,image,conversions,broad,1490.67,4,47,0,3,0.0191,2.88,3.63
Meta,video,awareness,broad,1269.16,5,52,1,4,0.0476,1.12,5.36
Meta,video,traffic,narrow,1973.45,1,24,0,6,0.0389,2.25,4.12
Meta,video,conversions,narrow,1090.5,4,17,0,5,0.0436,2.29,4.74
Google,image,conversions,narrow,270.56,5,89,1,6,0.0413,3.72,5.59
Google,image,awareness,narrow,1665.13,4,46,0,0,0.0298,3.74,3.07
Meta,video,awareness,narrow,541.11,1,64,0,0,0.0263,1.64,4.26
Meta,image,conversions,medium,1565.74,4,28,0,4,0.0287,2.86,2.7
Meta,video,conversions,narrow,1916.36,4,50,0,4,0.0521,3.26,5.2
Google,image,conversions,medium,1408.75,5,64,1,6,0.0403,2.75,5.95
Meta,video,conversions,narrow,1212.26,3,28,0,5,0.0336,2.65,4.52
Google,carousel,traffic,broad,947.75,4,86,0,5,0.014,2.41,2.57
Google,carousel,awareness,broad,760.6,3,56,1,1,0.0308,2.75,3.22
Meta,image,conversions,medium,738.36,2,59,0,2,0.0303,1.85,2.96
Meta,video,awareness,medium,1290.93,4,5,0,2,0.0279,1.86,3.44
Meta,video,conversions,medium,1514.98,3,54,0,2,0.0392,2.25,3.77
Google,carousel,traffic,medium,1373.11,2,44,0,3,0.0267,2.85,1.78
Google,video,traffic,broad,436.9,5,42,0,1,0.0404,2.37,3.47
Google,video,conversions,medium,1013.28,4,72,0,6,0.0367,2.94,4.11
Meta,video,conversions,broad,1593.7,5,57,1,2,0.0525,2.41,6.74
Meta,image,traffic,broad,977.62,2,47,0,3,0.0083,2.4,0.64
Google,image,conversions,medium,1096.42,5,76,0,3,0.0405,3.0,4.12
Google,carousel,conversions,medium,1553.72,5,25,0,0,0.0301,2.95,4.91
Meta,video,traffic,narrow,1339.47,1,44,0,3,0.0283,2.48,2.37
Google,video,awareness,narrow,848.22,2,15,1,4,0.0397,2.91,5.14
Google,carousel,conversions,medium,1796.05,5,51,0,5,0.0406,2.91,4.14
Meta,carousel,awareness,narrow,367.01,3,53,0,3,0.045,2.68,3.16
Google,video,conversions,broad,1991.26,2,34,0,4,0.0266,3.29,2.1
Google,image,traffic,narrow,281.76,1,77,0,4,0.025,2.67,2.16
Google,video,traffic,medium,79.15,4,8,1,0,0.0412,2.37,5.62
Meta,carousel,awareness,medium,1785.54,5,77,0,6,0.0288,2.55,3.4
Meta,video,conversions,medium,527.66,3,70,0,0,0.0444,1.65,4.61
Google,carousel,traffic,medium,1472.91,1,21,0,3,0.0139,2.82,1.53
Meta,image,traffic,broad,1631.48,2,7,0,0,0.0267,2.62,1.82
Meta,image,conversions,medium,1725.02,5,79,0,0,0.0415,2.56,3.87
Meta,video,conversions,medium,1983.61,1,56,0,6,0.0341,2.22,3.5
Meta,image,conversions,narrow,623.38,1,49,1,5,0.0481,2.4,5.81
Google,image,conversions,medium,1434.97,3,42,0,2,0.0352,3.29,3.06
Google,video,awareness,broad,275.03,4,23,1,3,0.0371,2.78,3.14
Meta,image,conversions,medium,843.28,4,52,0,6,0.028,2.15,4.11
Meta,carousel,conversions,broad,1703.54,4,79,1,3,0.0327,2.76,5.14
Meta,image,traffic,medium,766.93,2,53,0,3,0.0332,1.3,1.68
Google,image,conversions,narrow,1202.64,1,16,1,0,0.0318,3.13,3.26
Google,video,traffic,narrow,1032.36,2,37,0,5,0.0367,2.86,3.55
Meta,image,conversions,medium,1309.61,1,18,0,0,0.0193,2.82,1.85
Google,video,awareness,medium,1947.14,3,20,1,4,0.0457,2.9,4.09
Google,image,awareness,broad,158.68,3,46,0,1,0.0135,2.43,1.72
Google,carousel,awareness,narrow,1169.22,2,2,0,1,0.02,3.13,1.56
Google,image,conversions,medium,1732.91,2,87,0,6,0.02,3.65,2.6
Meta,video,traffic,medium,988.7,3,63,0,1,0.0303,1.61,3.43
Google,video,conversions,medium,203.13,5,3,0,6,0.041,3.07,3.82
Meta,image,conversions,narrow,1143.05,4,46,0,2,0.0377,2.49,4.26
Google,image,conversions,narrow,697.54,4,49,0,0,0.0361,4.0,4.12
Google,carousel,traffic,narrow,352.14,3,1,0,4,0.0275,2.57,2.56
Google,carousel,conversions,narrow,1705.62,4,22,0,4,0.0327,3.45,3.75
Google,image,traffic,narrow,1067.12,5,14,0,1,0.0291,3.19,4.29
Meta,video,conversions,narrow,1869.89,5,85,0,5,0.0592,2.98,6.43
Meta,video,conversions,medium,1621.73,1,45,1,2,0.0421,2.58,5.4
Google,video,traffic,medium,1401.29,2,6,0,6,0.0151,2.79,1.89
Google,video,conversions,broad,59.8,4,65,1,2,0.0394,2.49,5.76
Meta,image,traffic,narrow,884.26,5,21,1,1,0.0475,2.65,5.42
Meta,image,conversions,medium,435.1,2,4,1,6,0.0452,2.4,5.04
Meta,image,awareness,medium,1826.06,2,3,1,6,0.0371,2.46,3.61
Google,video,traffic,narrow,390.44,1,30,1,1,0.0334,2.66,4.21
Google,video,conversions,broad,607.82,2,31,0,0,0.0381,3.11,3.09
Meta,video,conversions,narrow,1057.83,2,34,0,5,0.0398,2.78,4.22
Meta,video,traffic,broad,563.56,3,83,0,2,0.0362,2.01,4.85
Google,carousel,awareness,broad,459.24,1,20,1,4,0.0182,2.79,1.99
Google,video,conversions,medium,1218.24,1,87,1,1,0.024,3.22,4.08
Meta,image,conversions,medium,223.41,4,54,1,0,0.035,1.61,6.02
Meta,video,awareness,medium,163.43,2,25,1,4,0.0237,2.08,3.9
Meta,carousel,traffic,medium,775.88,4,15,1,2,0.0516,1.9,4.79
Meta,image,conversions,medium,1455.3,5,38,0,1,0.0361,2.25,3.84
Meta,video,conversions,narrow,1131.87,2,23,1,6,0.0454,2.86,6.01
Google,image,conversions,narrow,874.61,5,52,0,5,0.0383,3.01,4.8
Google,image,traffic,medium,1153.22,3,66,0,1,0.0209,2.96,2.04
Google,carousel,conversions,medium,762.63,2,57,0,5,0.0271,2.59,3.1
Google,video,awareness,broad,1875.49,4,57,0,0,0.034,2.8,2.21
Meta,carousel,conversions,narrow,157.06,4,79,1,0,0.0496,2.52,6.07
Meta,carousel,conversions,broad,1363.11,2,52,0,2,0.0216,2.72,2.49
Meta,carousel,traffic,narrow,1788.0,4,35,1,5,0.0511,2.47,4.84
Meta,image,awareness,medium,1617.58,2,74,0,1,0.026,2.18,1.52
Google,image,awareness,medium,408.88,1,14,0,0,0.0145,2.41,0.93
Google,image,conversions,medium,627.06,4,14,1,1,0.0479,2.98,5.49
Meta,carousel,traffic,narrow,1448.24,2,33,1,2,0.0388,2.36,5.03
Meta,image,traffic,medium,214.33,2,52,0,5,0.0175,1.51,1.96
Google,image,conversions,broad,1633.13,4,1,0,1,0.0261,2.78,3.24
Meta,image,conversions,medium,1451.87,1,34,0,4,0.0196,2.21,2.76
Meta,image,conversions,medium,1472.73,4,19,1,1,0.0445,2.52,6.1
Google,carousel,conversions,broad,245.47,2,24,1,3,0.0268,2.8,3.54
Google,video,awareness,broad,1449.63,1,4,0,3,0.017,2.69,0.43
Meta,carousel,conversions,medium,1375.65,5,36,0,6,0.0475,2.32,4.62
Meta,image,awareness,narrow,1670.3,3,77,1,2,0.039,2.14,4.57
Google,carousel,traffic,broad,131.11,4,58,1,2,0.029,2.19,3.7
Meta,image,traffic,medium,95.07,2,32,1,2,0.0379,1.44,3.9
Meta,video,traffic,narrow,777.36,1,9,0,4,0.0277,2.13,2.61
Google,carousel,conversions,narrow,340.14,1,80,1,5,0.0335,3.42,4.5
Meta,video,conversions,broad,1138.85,5,67,1,4,0.0529,2.29,7.02
Google,carousel,conversions,narrow,1838.83,4,20,1,6,0.0507,3.44,5.45
Meta,image,traffic,broad,813.39,1,74,0,1,0.0221,1.32,1.99
Google,image,conversions,narrow,1697.65,5,62,1,0,0.0423,4.49,5.9
Meta,video,traffic,broad,50.47,2,58,1,5,0.04,1.18,5.05
Meta,image,conversions,medium,378.6,5,22,1,3,0.0427,1.96,5.89
Meta,video,conversions,medium,109.33,4,67,0,3,0.037,2.19,4.73
Meta,video,conversions,broad,689.89,5,75,0,6,0.046,2.32,4.89
Google,video,awareness,medium,1820.97,1,89,0,3,0.0193,3.0,2.0
Google,video,traffic,medium,239.06,1,48,0,6,0.0234,2.24,1.69
Meta,carousel,conversions,narrow,1232.5,3,8,0,1,0.0388,2.84,3.41
Meta,carousel,traffic,narrow,930.42,5,73,0,1,0.0346,2.2,4.65
Google,video,conversions,narrow,1880.01,2,15,0,2,0.0398,3.67,3.1
Google,image,awareness,medium,288.91,4,32,1,0,0.0358,2.46,4.14
Meta,video,traffic,narrow,463.45,3,53,0,2,0.0291,2.36,4.31
Meta,image,conversions,narrow,107.61,5,67,0,1,0.0424,2.43,4.96
Meta,carousel,traffic,medium,896.17,2,4,1,4,0.0311,1.76,4.11
Google,carousel,conversions,medium,591.77,3,30,0,2,0.0325,3.3,2.66
Meta,image,awareness,broad,1746.32,1,13,0,5,0.0088,2.31,0.46
Google,carousel,conversions,narrow,1229.63,4,21,0,1,0.0342,4.04,2.89
Meta,video,traffic,narrow,1247.48,5,41,0,1,0.0468,1.75,5.67
Google,carousel,conversions,broad,1087.23,2,19,0,4,0.0213,3.4,1.38
Meta,video,traffic,narrow,229.11,1,48,0,4,0.0368,2.15,3.55
Meta,image,traffic,broad,917.79,3,86,1,4,0.0244,1.51,3.66
Meta,image,traffic,broad,1999.04,4,63,0,0,0.0333,2.18,3.64
Google,image,traffic,broad,1678.7,3,20,0,5,0.0196,3.12,2.68
Meta,video,awareness,narrow,1792.25,3,64,1,1,0.0558,2.19,5.09
Meta,carousel,conversions,broad,1655.29,2,37,0,4,0.0304,2.63,2.14
Meta,video,conversions,broad,250.93,1,31,0,0,0.0279,2.34,3.25
Meta,image,conversions,medium,493.52,5,74,1,3,0.0386,1.83,6.47
Google,video,awareness,medium,56.09,2,18,0,5,0.0222,2.27,2.68
Google,video,conversions,narrow,641.84,4,20,1,6,0.0589,3.48,6.11
Google,image,traffic,narrow,261.78,3,82,0,6,0.0329,2.54,4.1
Meta,image,traffic,medium,971.95,4,11,1,3,0.0349,1.53,4.71
Google,video,conversions,medium,1370.4,2,86,0,3,0.0149,3.17,2.53
Meta,video,conversions,medium,1755.29,2,44,0,1,0.0329,2.77,3.52
Meta,image,conversions,medium,1510.97,5,82,1,0,0.0436,2.65,5.6
Meta,carousel,conversions,medium,1880.24,3,64,1,0,0.0408,2.31,6.1
Meta,carousel,conversions,medium,155.1,2,34,1,3,0.0416,2.24,4.44
Google,video,conversions,broad,73.75,4,87,1,5,0.0464,2.57,6.14
Google,video,awareness,narrow,1339.61,5,65,1,2,0.055,2.62,6.1
Google,video,awareness,medium,614.24,4,55,0,3,0.0332,2.37,3.19
Meta,video,conversions,narrow,544.33,3,74,0,1,0.034,2.9,3.76
Meta,image,conversions,medium,695.23,5,1,0,3,0.0333,2.41,4.39
Meta,image,conversions,broad,576.1,5,38,1,5,0.0535,2.17,6.6
Meta,video,traffic,broad,1047.3,5,9,1,5,0.0479,1.69,5.11
Meta,video,awareness,narrow,908.29,1,71,1,3,0.0448,2.06,4.21
Meta,video,conversions,broad,1049.24,5,17,1,0,0.0518,2.35,6.76
Meta,carousel,conversions,narrow,1361.79,4,52,1,3,0.0531,2.49,5.53
Meta,carousel,traffic,medium,804.9,4,18,0,4,0.0191,1.64,3.46
Google,video,traffic,narrow,540.05,3,63,0,4,0.0328,2.8,3.09
Google,video,conversions,broad,374.09,2,33,1,2,0.0358,2.51,4.05
Google,carousel,traffic,medium,731.47,2,4,0,1,0.0264,2.27,1.82
Google,carousel,conversions,medium,1496.52,1,87,0,1,0.0212,3.37,1.71
Meta,image,conversions,broad,1525.57,5,75,0,6,0.0238,2.46,3.65
Google,video,traffic,narrow,1350.47,1,52,0,0,0.0302,3.01,2.77
Google,video,awareness,narrow,506.35,3,9,1,1,0.04,2.58,3.72
Meta,image,conversions,broad,1196.77,3,64,0,2,0.0199,2.83,3.81
Meta,video,awareness,medium,1162.84,2,30,1,4,0.0358,1.6,4.59
Google,video,conversions,narrow,994.32,3,8,0,0,0.0407,3.57,3.4
Meta,image,traffic,medium,1122.46,5,5,1,5,0.0473,1.69,4.73
Meta,video,conversions,medium,1008.99,4,76,1,4,0.0524,2.31,7.1
Meta,carousel,awareness,narrow,1152.64,3,63,1,2,0.0472,2.38,5.42
Meta,video,awareness,narrow,1445.24,1,1,1,0,0.0454,1.92,5.32
Meta,video,conversions,narrow,263.77,5,15,0,3,0.0495,2.48,5.24
Meta,image,awareness,medium,1511.77,3,89,0,1,0.0285,2.31,3.05
Meta,video,awareness,broad,314.98,3,82,0,2,0.0179,2.12,3.2
Meta,carousel,traffic,broad,179.92,5,38,1,0,0.0416,1.51,5.39
Google,image,conversions,medium,1953.36,3,42,1,4,0.0288,3.4,4.99
Meta,video,awareness,narrow,1916.13,4,46,0,0,0.0478,3.14,4.03
Meta,image,awareness,broad,167.85,2,53,1,3,0.0283,1.89,3.52
Meta,video,conversions,medium,914.34,5,26,0,2,0.0432,2.09,4.78
Google,carousel,awareness,narrow,413.18,1,61,0,0,0.0155,2.64,1.79
Meta,video,conversions,broad,996.42,3,67,1,5,0.0491,2.59,6.09
Meta,image,conversions,broad,1668.85,2,54,0,2,0.0261,2.2,1.96
Google,video,traffic,broad,1903.69,1,22,0,2,0.0218,3.2,1.97
Google,image,traffic,broad,1286.79,1,26,1,4,0.0169,2.79,1.76
Meta,carousel,traffic,narrow,740.12,4,83,1,6,0.0431,2.28,5.41
Google,carousel,conversions,narrow,1226.48,2,60,0,1,0.0311,3.49,3.78
Meta,video,awareness,medium,658.4,5,39,1,6,0.0455,1.51,6.19
Meta,video,conversions,narrow,1824.16,2,36,0,5,0.0422,3.39,4.34
Meta,carousel,conversions,medium,1747.28,2,21,0,3,0.0182,2.45,2.1
Meta,carousel,conversions,broad,1138.55,1,41,1,0,0.0306,2.22,3.37
Google,video,traffic,broad,683.36,4,48,0,6,0.037,2.48,3.68
Meta,image,awareness,medium,622.11,4,26,0,1,0.0302,1.74,2.8
Meta,video,traffic,broad,115.17,2,63,0,4,0.0278,1.23,2.61
Google,carousel,awareness,broad,1640.85,2,77,1,1,0.0369,2.62,3.92
Google,video,conversions,medium,928.25,3,36,0,2,0.0203,2.89,2.9
Meta,video,traffic,narrow,684.01,1,24,0,2,0.0289,2.36,2.97
Google,carousel,conversions,narrow,968.67,5,21,0,3,0.037,3.22,4.33
Meta,video,conversions,medium,1646.54,5,18,0,5,0.0473,1.97,5.15
Google,image,conversions,narrow,293.0,4,15,0,0,0.0374,2.7,3.73
Google,image,traffic,narrow,1722.43,1,79,0,0,0.0157,2.78,1.61
Google,video,traffic,narrow,1800.14,4,6,1,4,0.052,3.65,4.8
Meta,video,traffic,medium,1896.08,5,43,1,3,0.047,2.07,6.21
Meta,image,conversions,broad,825.1,2,31,1,0,0.0391,2.4,4.04
Meta,video,conversions,narrow,473.42,1,28,0,5,0.0318,2.7,4.14
